ID,x,y,Target
0,14.8004800480048,-50.0,118.23172925488288
1,2.391239123912392,-49.98999899989999,132.83012927785407
2,-26.471647164716472,-49.97999799979998,115.09439712737571
3,-7.9117911791179125,-49.96999699969997,118.87331685540033
4,-25.10951095109511,-49.95999599959996,116.14788364265915
5,-10.01800180018002,-49.94999499949995,119.77964595355091
6,14.716471647164717,-49.93999399939994,117.54774372032344
7,17.96279627962796,-49.92999299929993,119.13615332374457
8,-4.077407740774078,-49.91999199919992,116.78224225457873
9,23.903390339033898,-49.90999099909991,133.48172590900708
10,27.023702370237018,-49.8999899989999,133.2466863605781
11,9.369936993699369,-49.88998899889989,133.06168775361706
12,-29.501950195019504,-49.879987998799876,115.64321410217637
13,-25.943594359435945,-49.86998699869987,112.21143723778869
14,-0.4650465046504664,-49.85998599859986,122.5154182395559
15,-20.2970297029703,-49.84998499849985,129.51421743086095
16,-7.125712571257129,-49.83998399839984,116.3904968534124
17,-8.187818781878189,-49.82998299829983,114.38306481427277
18,3.9093909390939103,-49.81998199819982,131.1674604678905
19,-26.8016801680168,-49.80998099809981,115.62692553313909
20,18.472847284728466,-49.7999799979998,116.26678894757325
21,-4.371437143714374,-49.78997899789979,114.41018529354064
22,-10.930093009300933,-49.77997799779978,127.54471035625254
23,-22.67926792679268,-49.76997699769977,112.10482669085576
24,-25.535553555355534,-49.75997599759976,111.79379745916481
25,8.67386738673867,-49.74997499749975,131.4255796551631
26,8.859885988598855,-49.73997399739974,132.92578454807165
27,-0.0030003000300062865,-49.72997299729973,125.94995747558445
28,-1.7311731173117337,-49.71997199719972,114.79010428923027
29,-13.936393639363938,-49.70997099709971,128.39051575305476
30,-26.05760576057606,-49.6999699969997,116.45455373398941
31,25.097509750975092,-49.68996899689969,132.20898758177873
32,-10.594059405940595,-49.67996799679968,124.43720698251757
33,-9.231923192319233,-49.66996699669967,114.87265910290851
34,6.02160216021602,-49.65996599659966,130.75120031946022
35,14.020402040204019,-49.64996499649965,115.5891857168404
36,-12.02820282028203,-49.63996399639964,134.53865417628836
37,5.667566756675669,-49.62996299629963,132.247129493026
38,-14.962496249624964,-49.61996199619962,129.76266449023234
39,5.373537353735372,-49.60996099609961,131.12406737611775
40,-11.368136813681371,-49.5999599959996,127.68783292534141
41,11.938193819381937,-49.58995899589959,113.68348099839554
42,9.387938793879385,-49.57995799579958,128.48496917010178
43,27.593759375937587,-49.56995699569957,129.23254669573222
44,24.239423942394232,-49.55995599559956,130.98562311956837
45,-4.7194719471947195,-49.54995499549955,112.46243015198154
46,-1.659165916591661,-49.53995399539954,110.7922817678872
47,-23.777377737773776,-49.52995299529953,115.6738714658819
48,-8.265826582658267,-49.51995199519952,114.53986806556593
49,13.234323432343231,-49.50995099509951,113.3839614583497
50,-6.585658565856587,-49.4999499949995,114.50655809665817
51,-8.295829582958298,-49.48994899489949,113.97290938927144
52,-27.563756375637563,-49.47994799479948,115.06669574689657
53,-14.536453645364537,-49.46994699469947,128.01717708272415
54,12.59225922592259,-49.45994599459946,113.46379686263313
55,11.566156615661562,-49.44994499449945,111.04143248339507
56,26.837683768376834,-49.43994399439944,131.18893134587452
57,-18.142814281428144,-49.42994299429943,128.10789309879274
58,23.98739873987398,-49.41994199419942,131.07010734748687
59,7.131713171317131,-49.40994099409941,127.39308723673403
60,-11.464146414641466,-49.399939993999396,131.64240809473145
61,17.638763876387635,-49.38993899389939,111.61668085097153
62,21.38313831383138,-49.37993799379938,129.01941227086354
63,-5.043504350435047,-49.36993699369937,113.62887630160087
64,-9.939993999399942,-49.35993599359936,115.81737283683275
65,2.3372337233723357,-49.34993499349935,131.39694194027334
66,-8.12781278127813,-49.33993399339934,111.60048854450731
67,3.843384338433843,-49.32993299329933,130.2294218742875
68,4.977497749774976,-49.31993199319932,129.62904589370936
69,-10.768076807680771,-49.30993099309931,123.91536882094252
70,21.161116111611157,-49.2999299929993,123.14983238829318
71,-8.253825382538256,-49.28992899289929,111.67178457375175
72,19.954995499549952,-49.27992799279928,115.74226749921732
73,-0.09900990099010087,-49.26992699269927,116.77937436944812
74,-16.84668466846685,-49.25992599259926,129.13130670217916
75,-14.692469246924693,-49.24992499249925,130.2642346285479
76,26.435643564356432,-49.23992399239924,129.81626605373032
77,4.143414341434138,-49.22992299229923,129.12678141254642
78,13.630363036303628,-49.21992199219922,114.48416737062048
79,-15.244524452445246,-49.20992099209921,131.25045468628326
80,-23.42934293429343,-49.1999199919992,115.11272904280416
81,-1.5151515151515156,-49.18991899189919,109.16840128791966
82,17.16471647164716,-49.17991799179918,113.94283989472882
83,3.9873987398739885,-49.16991699169917,127.02131832564342
84,4.155415541554156,-49.15991599159916,130.63153411822168
85,-2.5472547254725484,-49.14991499149915,108.77618208645535
86,-6.705670567056707,-49.13991399139914,111.44419962647393
87,27.743774377437738,-49.12991299129913,128.25904128643626
88,17.51875187518752,-49.11991199119912,112.71730748417932
89,-21.46714671467147,-49.10991099109911,115.50655053954168
90,-22.115211521152116,-49.0999099909991,111.99298675515509
91,-14.320432043204322,-49.08990899089909,128.4379952657455
92,22.607260726072603,-49.07990799079908,130.08621378489389
93,-5.649564956495652,-49.06990699069907,112.3426465004994
94,18.940894089408935,-49.05990599059906,109.08505120211603
95,-10.528052805280531,-49.04990499049905,120.96449848970195
96,12.94629462946294,-49.03990399039904,110.37556354814936
97,1.515151515151512,-49.02990299029903,132.25680797394327
98,-24.443444344434443,-49.01990199019902,112.55791009170616
99,-12.976297629762978,-49.00990099009901,128.12478368571377
100,16.162616261626162,-48.999899989999,112.74228224320117
101,10.396039603960396,-48.98989898989899,118.8327489361265
102,19.708970897089706,-48.97989798979898,109.84550262767252
103,22.151215121512145,-48.96989698969897,127.16811259871653
104,21.971197119711967,-48.95989598959896,129.67113293465036
105,25.22352235223522,-48.94989498949895,127.56249104444294
106,2.529252925292525,-48.93989398939894,128.02864572169094
107,-26.50765076507651,-48.92989298929893,113.11513428981452
108,-1.5451545154515465,-48.919891989198916,108.8325177142954
109,-19.24092409240924,-48.90989098909891,130.1224855235073
110,2.895289528952894,-48.8998899889989,127.42189078496727
111,3.6873687368736867,-48.88988898889889,126.63125648604725
112,-14.770477047704771,-48.87988798879888,126.52846509453661
113,22.325232523252325,-48.86988698869887,131.4335155214089
114,29.441944194419435,-48.85988598859886,129.12562517317903
115,-18.436843684368437,-48.84988498849885,126.20330476344604
116,2.049204920492045,-48.83988398839884,127.18914247775132
117,17.578757875787574,-48.82988298829883,110.19799657535918
118,21.20912091209121,-48.81988198819882,122.71575063986995
119,21.67716771677167,-48.80988098809881,125.33732440114531
120,19.864986498649863,-48.7998799879988,111.04231444090756
121,7.281728172817282,-48.78987898789879,128.26211922390465
122,-17.962796279627966,-48.77987798779878,125.56847425856488
123,-7.97779777977798,-48.76987698769877,110.18544565221214
124,13.636363636363633,-48.75987598759876,110.32453401858278
125,-1.9171917191719174,-48.74987498749875,111.45434586015786
126,28.77587758775877,-48.73987398739874,124.07434621283292
127,-8.883888388838884,-48.72987298729873,107.19812286459832
128,-10.870087008700871,-48.71987198719872,123.48992942552168
129,15.664566456645659,-48.70987098709871,112.26634393053509
130,23.183318331833178,-48.6998699869987,128.80130543038868
131,-28.70987098709871,-48.68986898689869,112.58210017303041
132,-2.10921092109211,-48.67986798679868,110.19394448386463
133,28.367836783678364,-48.66986698669867,123.8240144879667
134,21.365136513651365,-48.65986598659866,121.78017642432378
135,-7.425742574257427,-48.64986498649865,110.80215257118026
136,10.72007200720072,-48.63986398639864,113.42230496666132
137,-14.06840684068407,-48.62986298629863,126.21510498052503
138,12.034203420342031,-48.61986198619862,108.33339340393019
139,-8.025802580258027,-48.60986098609861,109.44132800831204
140,3.753375337533754,-48.5998599859986,122.77942638284928
141,-18.346834683468348,-48.58985898589859,127.98877440694207
142,-21.845184518451845,-48.57985798579858,110.84889289755256
143,-27.695769576957694,-48.56985698569857,107.77996566722092
144,-10.210021002100213,-48.55985598559856,114.65118221666674
145,-16.33063306330633,-48.54985498549855,125.67790046471382
146,10.378037803780373,-48.53985398539854,120.60144922830214
147,20.291029102910286,-48.52985298529853,111.85003048234044
148,29.87398739873987,-48.51985198519852,124.1958793213748
149,17.338733873387334,-48.50985098509851,111.9063052224025
150,-13.34833483348335,-48.4998499849985,125.44911913627065
151,-22.54725472547255,-48.48984898489849,104.41763500807295
152,2.127212721272123,-48.47984798479848,127.88231527861339
153,-13.58835883588359,-48.46984698469847,125.9843169452867
154,-8.835883588358836,-48.45984598459846,107.22255533608296
155,12.118211821182115,-48.44984498449845,109.0224150250328
156,-4.52745274527453,-48.439843984398436,109.08622245336166
157,-19.55895589558956,-48.42984298429843,128.71919170137014
158,-23.063306330633065,-48.41984198419842,109.81944533162887
159,11.950195019501948,-48.40984098409841,109.81214239804858
160,-10.25802580258026,-48.3998399839984,116.02111116805436
161,-18.41284128412841,-48.38983898389839,127.63575029655519
162,24.88148814881488,-48.37983798379838,123.51430753086207
163,21.13111311131113,-48.36983698369837,118.97772314838522
164,24.58145814581458,-48.35983598359836,124.37561977611463
165,0.4410441044104374,-48.34983498349835,117.7133694756853
166,-25.733573357335736,-48.33983398339834,109.2080033851442
167,-7.449744974497452,-48.32983298329833,107.9307480982962
168,-7.503750375037505,-48.31983198319832,109.237709575839
